"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"啊零iNG","京享值13138","star5","发货速度快，安装也很及时服务好，还把钻孔的粉打扫干净，总体满意了。","2018-03-11 21:18","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:45.3072630"
"j***缘","京享值2038","star5","去年年底回老家买的，回家后师傅就上门安装了。服务态度很好?。以前过年都是去澡堂洗澡，现在不用了。热水器很好，热水也快。调节温度方便。就是遥控器距离有点短?。买电器还是选美的。 ????","2018-02-26 11:08","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:47.9006459"
"夜***海","PLUS会员","star5","不错很好，给父母买的，洗澡的很好，自己找人安装的，","2018-02-10 20:11","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:47.9246623"
"呼***a","京享值25307","star5","水电的有些慢，其他的都挺好，心疼安装人员那么冷的天骑个摩托车下来安装。","2018-02-09 17:32","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:47.9497276"
"阿***7","PLUS会员","star5","已经安装好了，看起来还好，遥控很鸡肋！花洒很山寨！","2018-02-06 14:34","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:47.9737430"
"jd_159624ndq","京享值3193","star5","物美价廉哪里有，京东上面瞅一瞅，物有所值，很精致的家伙，不论是服务还是产品的质量都没话讲，和我在店里看的那款一模一样价格还便宜，下次还会再来的哈啊哈，装修师傅很棒，啦啦啦","2018-02-11 17:19","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:47.9997619"
"g***S","京享值5174","star5","热水器不错，用了几天可以，性价比挺高的，样子我也挺满意，家里电器都是美的","2018-01-18 18:59","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:48.0267800"
"1***1","京享值538722","star5","一直信任京东。质量不错，送货很快，服务很好！ 太漂亮，大气，档次高，超喜欢。","2017-11-18 11:48","0","0","[购买12天后追评]","东西不错，非常好用，个人感觉挺超值的，京东值得信赖！","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:48.0557985"
"l***r","PLUS会员","star5","送货很快，商家提前主动预约送货时间，及安全时间，服务很周到。比较信赖美的的产品，一下买了两台。包装完整，质量用了几天，没问题。安装很满意，收费合理。售后服务很好。满意","2018-03-04 09:30","0","0","[购买9天后追评]","售后服务很满意，多次打电话询问安装情况及使用效果，满意","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:48.0858176"
"暗***点","PLUS会员","star5","挺好的，用着也很舒心，就是自家的水压不给力。呜呜","2018-02-12 18:52","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:48.1178390"
"j***g","京享值9582","star5","东西不错！物流快，安装快！上午到货，下午就安装了，挺满意的！??","2018-02-06 16:06","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:48.1558653"
"曲***哥","京享值5396","star5","热水器收到了，比图片看到的要大，设计柔和，外观舒服； 物流速度给力，一天半就送到了；安装师傅非常耐心，相信美的大品牌，商品着重消费者洗澡的体验度，看着小窝一点点的置办，以后冬天可以舒服的洗澡了~","2018-01-22 20:39","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:51.1048850"
"j***7","京享值9021","star5","热水器还不错，上门安装服务很到位！值得购买，买来就用上了，还不错喔！","2018-02-01 15:42","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:51.1289022"
"地***e","京享值2033","star5","购买第二天送货到家，第三天安装，物流很快，安装及时。安装费也是照常收取，不贵。产品用起来很好，速度也快。质保时间也常 放心。","2018-03-04 18:58","0","1",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:51.1529183"
"j***q","京享值14546","star5","这款产品真不错?，物流给力，性价比超高！安装好了，现在方便多啦！","2018-02-12 19:16","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:51.1789354"
"j***i","PLUS会员","star5","京东购物快递没得说，很快。时间可以自己根据自己时间跟商家客服电话定。商品看着也是很大气，师傅安装的也是挺仔细的，打孔的时候害怕掉粉，用塑料膜接着，反正总体还是挺满意的。","2018-02-04 10:41","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:51.2069529"
"凡***8","PLUS会员","star5","用着还可以，就是安装材料费有点贵，超出市场价格啊","2018-01-25 12:07","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:51.2369744"
"大***9","京享值2159","star5","很好不错，师傅晚上7点不休息，也过来安装，才料用了75元！比较合理","2018-02-04 22:41","0","1",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:51.2669936"
"j***x","京享值2964","star5","宝贝非常好，保温效果杠杠的，我中午烧的水，关掉机器，晚上还很热，物流很快，我家在偏僻的农村，我下午下的单，到了第三天中午就送到了，客服服务态度也很好，下单过后马上就联系我了，说明相关的售后服务，所以说买电器还是要买大牌点的，观望的亲们可以下手啦?","2018-03-11 14:18","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:51.2980143"
"j***a","PLUS会员","star5","送货、安装都很快，家里自来水还没弄好，暂时没法试用，今年在京东买了几大件了，还是挺方便的","2017-12-19 14:22","0","0","[购买7天后追评]","一如既往对京东好评 很满意 下单后很快就有人联系送货 ，而且服务人员态度也很好。","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:51.3290350"
"C***8","京享值19145","star5","挺好的，就是快递等得有点久了，害我等到半夜！加热有点慢！不过总得还好啦！安装师傅挺不错的！","2017-11-27 18:53","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:51.3630578"
"b***B","京享值2031","star5","热水器很大气，外观设计很漂亮，我的之前用的煤气的很不方便，家里人又多每天排队洗，所以就在自己卫生间装个电热水器，终于不用排队了。安装师傅很专业，很细心帮我调好温度，当天就可以使用了。","2018-02-27 11:22","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:54.0585225"
"1***p","京享值11958","star5","安装服务很好，产品实力过硬，快递服务很好，值得信赖，赞一个，","2018-03-09 08:51","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:54.0885422"
"张***江","PLUS会员","star5","非常的高大上，瓷白的外观，一键预约。60升大容量，完全能解决一家人的需求。而且还带遥控器，免得我不在家时父母爬上爬下的调温度。设计很人性化，价格又美丽。京东的物流和售后又认真。真的非常满意。","2017-12-25 18:19","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:54.1125592"
"z***S","京享值1835","star5","一直都信任京东，每次都没有令我失望，物流很快，昨天买的，今天就到了，安装师傅来的很快，两个小时就安装好了，师傅服务很好，很有耐心，总而言之，好好好，非常满意，信任美的，信任京东！！！！","2018-02-12 15:57","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:54.1395769"
"j***z","京享值9403","star5","热水器性价比更好，安装方便。烧水也比较快，安装的师傅很专业。","2018-03-02 15:52","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:54.1655928"
"难***夸","PLUS会员","star5","送货安装都挺快，师傅很用心，用着方便，就是热水稍微有点慢，总体很好！","2017-11-29 00:00","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:54.1966141"
"轩***1","京享值9527","star5","中奖收到了1500w，虽然烧水慢一些但省电，有利有弊吧，可以接受！送货师傅态度非常好，这么重的东西送货上门，有礼貌，服务好，安装师傅也非常满意，进门传鞋套，还垫了各种布尽量不把家里弄脏，安装速度很快，差不多半小时就弄好了，总之服务都很满意，舒服","2018-01-29 15:41","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:54.2286349"
"M***g","京享值11031","star5","还不错，下单第二天就开始送货了，师傅也很快安排安装。回访各方面都很好，我相信大品牌。","2017-12-03 23:12","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:54.2596563"
"w***5","PLUS会员","star5","好评，美的电器一直信赖，第四个热水器了，支持","2018-01-15 21:22","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:54.2906767"
"j***5","京享值1737","star5","東西不錯，可以我很喜歡！用起可以热水很快就烧好了，快遞服務不錯！人很好快遞準時送點！","2017-12-20 01:38","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:54.3297022"
